content,score
"Aplikasi you tube saya tidak bisa lagi digunakan, katanya program beta sudah penuh, bagaimanaa cara mengaktifkan you tube nya kembali???",1
Iya sih bisa nonton tapi kok pas di update app nya malah tidak dapat login? Padahal sayang ada temen temen aku 7.momo-star misscoming5678 dillay752 plis di perbaiki,2
makin upgrade makin gak jelas,1
"tolong dong youtube kenapa pas buka youtube tiba-tiba loading terus, terus keluar sendiri, padahal kemarin bisa bisa aja",1
Kenapa kalau resolusi video nya di naikkan atau tinggi jadi loading lama banget si bahkan 1 video yang harusnya cuman 20 menit jadi 1 jam karna loading 🫣,3
"setiap selesai opening pasti lag, ada yng sm ga?",1
bisa untuk anak belajar,5
sekarang download aja harus premium ya😅,1
"Setelah update terakhir, ga bisa play video. Trus gunanya apa ini? Sinyal oke, buka aplikasi lain bisa. Tapi ga bisa play video, buat apa?",2
aplikasi youtube bgus dan tdk di ragukan terimakasih🙏🙏,5
konten yt shorts yang ga guna di bikin ga fyp bisa ga si video gajelas di bikin fyp,1
Aplikasi youtube di hp oppo A71 saya tidak bisa di gunakan karena aplikasi telah usang dan tidak tersedia update untuk perangkat saya. Mohon solusi nya,3
Saat saya membuka aplikasi YouTube di hp android itu saya membuka aplikasi YouTube dan ada tulisan YouTube ini udah usang padahal baru aku ubdet kok masih ada YouTube ini udah usang tolong YouTube jangan ada gini lagi apakah ada yang sama dengan saya,2
"kadang suka keluar sendiri dari aplikasinya padahal tidak memencet tombol apapun, dan ketika membuka video suka ada bug garis putih",2
"Makin lama makin gak jls YouTube Gak ada flim Kren, padahal film 2018 di cari gak ada film baru 2024 judul baru malah gak, YouTube sekarang jelek gak bisa liat film lama dan film baru kualitas film jg sekarang di YouTube jelek Gambar nya sangat kecewa lebih bagus YouTube go lagi mending di APUS aj YouTube ganti ke YouTube go yg lebih",1
Saya sangat bingung dengan YouTube sekarang udah berapa kali update masih saja di suruh update lagi pas kembali ke play store tidak ada update sampai habis paket internet saya jadi saya mohon sarannya,1
"yaallah tolong kembalikan uang saya, tiba² ketarik otomatis di akun dana saya senilai 76.590.00,itu sepertinya tidak sengaja kepencet fitur langganan nya, saya mohon kembalikan uang saya, saya sangat membutuhkan nya, terima kasih.",1
Sangat baik saya sangat suka film film nya sangat bagus baik dan juga keren karna mau nonton apapun bisa di cari di YouTube saya sangat suka dan jiga sangat senang,5
"Kenapa ya gabisa play youtubenya.loading mulu,hp lain d rmh lancar,wifi kenceng. Ini hp pun ga jadul jadul banget,ram nya pun gede 4/64",1
Tolong Bantu juga Buat kapasitas nonton film atau Video yg serendah rendahnya supaya bisa lebih menghemat kuota. Tolong Bantu tindak lanjuti komentar saya ya pak YouTube,5
Aplikasi ini sangat bagus bisa nonton sepuasnya Kalau YouTube dah biasa rating 5 Yang pernah ngelag hp nya yang bermasalah nukan salah YouTube,5
"Buruk sih ni , buka aplikasi nya malah langsung otomatis memutar video nya , padahal gk di klik tuh video",1
"Buka browser anda terus! Malesin tau gak sih! Update gak bisa, berkali kali loh ini fiturnya jelek! Jadi mohon diperbaiki! Aku benci ya kalau semisal gini terus! Lu tau gak sihhh gmn caranya biar youtube gw tu gak ngeleh ngeleg!",1
"Tolong lah di perbaiki bugnya, kenapa setiap saya login yt selalu aja di suruh login lagi padahal saya udah login",1
"Payah,, versi2 Hp Android Di Bawah Sudh tdk Di Berlakukan Lagi,, dan Masih Kebanyakn hp Android versi Lama Membutuhkan agar Bisa Akses Youtubu. Masi bnyak Pengguna Adroid Versi Lama untuk bisa Akses Ke Yutube. Tolong di Berlakukan Versi Android bawah bisa akses lagi ke YOUTUBE",1
"Saya nggk niat untuk berlangganan lagi, tiba2 otomatis untuk lanjutin langganan, nggk ada notif, mohon bantuannya, itu uang mau aku buat kebutuhan malah ketarik",2
"Wajib bintang satu. Setiap kali live stream, itu live chat selalu stuck. Update berulang kalo tapi tak di fix. Si goblog nyuruh update tak ada guna",1
Bagus banget terus bisa bikin konten dan yang lain2 nya bagus banget di dunia ini kalo gaada YouTube pasti bosen banget,2
Setelah update jadi gak bisa komen di youtbe short. Harus selalu bersihin data dulu baru bisa komen. Jadi males pake youtube,1
"ni kenapa dah youtube, biasanya pemakaian dayanya gk begitu parah ini tiba tiba langsung anjlok gitu aja daya hp saya, sudah dioptimalkan apa belum aih ni youtube",1
"Please lah youtube , short nya jangan video yang sama terus berulang-ulang , stiap kali scroll shortnya video itu2 terus",4
"akhir- akhir ini youtube otomatis mentrrjemahkan sendiri bahasa yang digunakan dalam vidio dengan menggunakan suara AI, ITU TIDAK MENYENANGKAN, bahkan ada lagi yang langsung di terjemahkan dengan suara AI...ITU TIDAK NYAMAN",3
Aduh pihak developer perangkat ponsel sudah tidak bisa menggunakan versi terbaru ini jadi youtube nya gk bisa dipake tolol lah kembalikan versi lama nya,2
"sebenarnya saya suka dengan aplikasi ini, tapi entah mengapa saya setiap awal buka YouTube selalu di paksa nonton shorts dan itu sangatlah menganggu.",2
"Menyenangkan, menambah wawasan walau klo sedang nonton film bagus terganggu iklan. Tapi sekarang suka heng YouTube nya",5
abis liat YouTube lalu kembali Vidio nya malah ikut ke beranda susah juga mencet Cakra malah keluar masuk YouTube yang menyebab kan hp jadi lag dan ngedadak mati daya hp nya jadi relog sendiri 😑,1
"kembalikan beranda YouTube yg dlu, beranda YouTube yg sekarang gaenak bngtt,, seharusnya update itu nambah menarik tpi malah nambah kecewa, semoga bisa diperbaiki lg beranda YouTube nya",2
youtube aplikasi ini tidak dapat di buka oleh karnaitu setiap kali saya menghapus histori setiap kali disuruh update lagi walaupun saya sudah mengupdatenya terus,1
Ini untuk android versi 07 udah nggak bisakah? Kq kayak nggak ada pemberitahuan yak? Lalu minimal android versi berapa yang masih bisa youtube melalui aplikasi bukan melalui web?,2
"Entah kenapa yt sekarang full iklan semua,gw nonton vidio 30 menit iklan bisa muncul 20 beda kayak dulu,gw ini mau nonton vidio bukan iklan paok!",1
Masa aplikasi setiap updet selalu bilangnya aplikasi usang. Dan sudah tidak ada pembaruan ke fersi yg baru. Makin hari makin jelek aja ini aplikasi youtube,1
"Yahh tuhan Tolong kembalikan uang saya, tiba-tiba ketarik secara otomatis dari akun dana saya senilai 65.0900,itu sepertinya tidak sengaja kepencet fitur berlangganannya,saya mohon kembalikan uang saya,saya sangat membutuhkannya🙏🙏",1
Sudah tidak bisa nonton lagi karena versi android 7.0 di anggap usang oleh pihak youtube.. Saya harap youtube bisa kembali ke android versi 5.0 ke atas lagi,1
"Sering ngebug sih, tapi gpp yg penting ada hiburan",5
"Udah di update beberapa kali padahal memori masih banyak, trs masuk ke YouTube malah keluar masuk keluar gak bisa nonton YouTube",2
ini itu seru dan aku suka apli nya aku kasih bintang 5 tapi aku ada masalah dikit tolong benerin aku gak bisa buka youtube harus Download lagi apl nya,5
saya tidak merasa melakukan transaksi dan tidak punya langgan apapun tetapai saldo dana saya tersedot sediri melalui google dengan keterangan pembayaran youtube,1
Setelah update jadi ada error saya gak bisa buka aplikasinya setiap saya buka aplikasinya lansung keluar sendiri,2
"YouTube sekarang banyak iklan sangat menggangu beda waktu awal"" populer, ..!! semua serba berbayar intinya cari untung terus",5
saya menyimpan video di playlist tapi pas sy cek ke playlist tidak ada videonya di list🤦‍♂️,1
"YouTube nya rusak nonton video ga lancar2 padahal sinyalnya bagus, tolong di perbaiki ya terimakasih 🙏",5
Aplikasinya sekarang kok jadi aneh gak bisa dibuka setiap kali mau buka youtube pasti harus di hapus dulu terus di update lagi lewat playstore,2
aku kecewa sih sama kamu baru² ini knp hpku jadi rusak gini lo!? setel pake vid yang aku mau eh kok gak bisa pas cari yang aku sering pakai keluar dan masuk hasil nya tetap aja jadi aku minta tolong pls jangan kayak gini lagi 😭😭😭😭😭😭,1
Tiba2 youtube ga bisa d buka aneh bgt setelah update..makin ancur aplikasi busuk kebanyakan bug..yg lain makin maju ini makin burik,1
"Ada bug setelah pembaruan aplikasi tak bisa dipakai,mau tutup sendiri,, hp aku android 14, Force close melulu,, Tolong diperbaiki",2
mantap keren saya suka aplikasi ini untuk memajukan konten konten kreator agar lebih maju.tapi bos sekarang kok sering minta update kenapa youtube,5
"lagu yang saya download hilang dan tak dapat di akses karena udah ga bisa buka yt pake versi lama, dan agak sulit buat akses lewat web karena harus online",2
"Tolong yutube segera tidak lanjuti ini,uang saya habis hanya karena untuk membayar langganan yutube padahal saya tidak pernah langganan yutube lagi, tolong untuk sebesar besarnya kembalikan uang dana saya sebesar Rp76.590 🙏🙏🙏",1
"Apa si ini aku update pakek wifi eh ga bisa di buka aplikasi nya, update pakek kuota internet tetep ga bisa katanya terlalu usang lah ini lah trs aku nonton film kesukaan pakek aplikasi apa",1
karena aplikasi YouTube ini minta di install ulang,1
Saya mengeluh.karena ingin mengkomen video short orang lain tapi tidak ada kolom untuk menulisnya tolong dong di perbaiki plisss developer😡🥺,3
Ada bug offline crash pls di perbaiki Dan ada bug download video langsung ngeframe parah!!!,4
"Kecewa sama youtube sekarang, kenapa harus android 8 keatas yg bisa buka youtube sekarang, tolong diturunkan lagi syarat os wajib nya",1
"Kenapa harus ada masalah seperti ""YouTube ini telah usang dan tidak dapat dipakai lagi gunakan browser YouTube com"" kan jadi benci banget aku kan tolong ya ini bug atau apa itu lah perbaiki dong pengguna lainnya juga pasti gak suka kalau aplikasi hiburan nya rusak p",3
Pengguna youtube banyak menggunakan versi android lama. Kalo tidak bisa di gunakan di android lama pasti akan banyak berpengatuh pada ulasan pengguna,1
Aku kirimin yang buat YouTube ini bintangnya 100 Yang buat YouTube ini aku pengen dia buatin YouTube lagi soalnya YouTube aku rusak bisa jadi kayak gini soalnya tiba-tiba pada aku itu tiba-tiba nggak bisa lagi,5
"ini aneh,, saat saya membuka YouTube saya tidak bisa masuk saya sangat kecewa karena setiap di benerin pasti gitu lagi gitu lagi 😒😒😢😢👿",1
"Kecewa bgt sama youtube, abis diupdate malah nge bug g bisa dibuka cuman ada logo youtube sama pencarian kya biasa, itupun g bisa dipencet",2
Aplikasi YouTube sangat bagus untuk melihat video kartun anak,5
saya menemukan bug di mana saya tidak bisa update mohon mb youtube nya di perkecil kalau tidak saya tidak bisa menonton youtube sekian terima kasih,1
YouTube gua suka ngelag Mulu heran giliran gua nonton streaming malah buffering,1
Tolong kok YouTube nya ga bisa dibuka Kata nya sih suruh update tapi pas masuk play store g ada tombol update Ini saya yang salah apa aplikasi nya yah?,4
"Youtube di hp saya gak bisa buka setelah update, klik aplikasi n loading n lgsg keluar sendiri ( note 10+ )",3
"Aplikasi ini sih enak di pakek pas dulu sekarang aku buka aplikasi ini gk bisa cuman gambar hitam ""tolong di perbaiki""🙏",2
"Semenjak hp nya gk mendukung. Baru liat beberapa video langsung gambar nya Rusak jadinya malas buat buka"" aplikasi YouTube..",1
ini maaf banget..... karena ini kalau HP android dan xiomi gk bisa masuk ke youtube...... jadi ini ga bagus..... bisa lebih di tingkatkan lagi..... 😊😊😊😀😀😃😃,2
"Kok punyaku setelah update di xiaomi keluar-keluar sendiri ya padahal ram gede jaringan aman , aneh kalau hape lain aman",3
Suka tiba tiba nggak ada komentar jadi nggak bisa komen di video orang sama video sendiri sama di live juga nggak bisa itu kenapa ya coba di benerin dong,2
lolot kebanyakan iklan ngapain sih setiap buka video slalu ada iklan. ngelag sih ngga cuma risih amit² iklan sampe belasan,1
"bulan bulan ini , Loading tros,jalan kaga wkwkw , bikin playlist ga bisa banyak, kalo banyak langsung crash wkwkw , nitip respon aplikasinya, kocak bet ,",2
gg ga ada yang ngeleg dan buat yang ngeleg itu dari internet mu bukan dari apk kalo ngeleg kaya layar hitam itu direset aja/keluar dari apk youtubenya no problem cuma apk nya usang aja di versi android ku,5
"apalah lagi lihat video tiba² keluar sendiri, sinyal lancar tapi aplikasi ngelag, udah di update juga sama aja",2
sangat bagus dan sering membuatku bahagia dan bisa membuat youtube channel dengan senang tetapi sering kali ngeleh dan membuatku sedikit marah :),4
"Tolonglah di kembalikan seperti dulu agar semua hp bisa,masak harus hp baru sedangkan hp lama gak bisa,apa gak rugi ngurangin pengguna youtube?dikaji dulu saran dari saya,makasih",4
Aplikasi gak jelas. Sudah di update pas masuk disuruh update lagi. Reting bintang nya nol sih ini apk.. gak jelas banget.,1
"pedoman komunitasnya diperbaiki lagi, channel saya kena pelanggaran padahal konten yang saya upload tidak ada unsur kekerasan atau ketelanjangan apapun, tolong diperbaiki.",1
"Kenapa suaranya jadi kecil banget ya,saya kira video tertentu ternyata setelah saya coba disemua video kecil suaranya",1
"Aplikasi nya bagus banget deh,Ya walaupun HP gw pake RAM 2GB ya masih bisa dijalankan,aku kasih Rating 5 aja 😎",5
"Yaallah tolong kembalikan uang saya, tiba2 ketarik otomatis di akun DANA saya senilai 76.590,00 itu sepertinya tidak sengaja keepncet fitur langganan nya, saya mohon kembalikan uang saya, saya sangat membutuhkannya",1
YouTube saat ini tdk lagi melihat bagaimana saat ini beberapa perangkat android tdk dpt mengupdate aplikasinya...maaf saya tdk BS menyembunyikan kekecewaan saya saat ini,1
tolong diperbaiki masalah jaringanya🙏🙏,2
kenapa buka youtubenya selali keluar kata update....atau ....video youtubenya muncul beberapa detik langsung update dan update lagi,3
Sudah tidak bisa di pakai untuk android 7 hp xiaomi redmi 5 + Ada apk lain gak yang bisa digunakan nonton video yt selain dari aplikasi yt?,1
nih gua kasih tau gua kan mau buka YouTube tapi kan versinya samakan nah gua. malah disuruh update itu tu yang paling males sekarang sih gua ganti goutube,3
mengapa saya sudah update youtube tapi pas masuk ke aplikasi youtube masih tidak bisa dan tulisan yg muncul perlu perbarui/update youtube,1
Min ini kenapa ya sama YouTube gabisa buka YouTube sama sekali harus sambungkan ke internet padahal kuota full tp tetep aja gabisa,3
"Sebenarnya YouTube Emang seru, tapi kenapa saya kasih bintang 3?, karna ada Satu kekurangan yang bener-bener aku benci di YouTube dan salah satunya adalah Komentar Bot Judol Di kolom komentar youtube dan saking banyak nya Bot Judol Saya juga capek Melaporkannya dan ini menurutku yang paling buruk yang ada di YouTube, Tolong diblokir yah Bot Judolnya dan juga perasaan dulu di YouTube gak gini",3
Padahal lain internet sumua oke tapi video patah patah kata kata di vida jadi tidak sesuai dengan video nya bikin susah saja adoiiii tolong perbaiki youtube ini kembali,1
Gk jelas dah massa gw lagi buka wa terus ada notifikasi harus di update tapi pas gw mau update di playstore malah gk ada bacaan update anh!!!!!!!👊,1
Ada bug terkadang vidio tidak bisa diputar padahal sudah di restart berkali kali,2
"Kenapa saya tidak bisa masuk ke aplikasi YouTube ya, padahal udah q update kenapa masih g bisa masuk dan ada logo robot terus disuruh update lagi",1
"Ada bug, sering buka otomatis video gak sesuai pencarian atau otomatis kebuka vidio saat first open app",1
Banyak banget Ngebug terutama saat buat Chanel kayak gue di Chanel gue ada 5 subscribe tapi di YouTube studio ada 3 subscribe jadi Tolong diperbaiki secepatnya ya,1
Saya kecewa sama YouTube kenapa setiap saya buka YouTube selalu ada tulisan akun ada bermasalah login saya sudah coba login tetapi tidak bisa,1
"Sukses buat Google, sampai saat ini tetap menjadi utama, akurat, terupdate, lancar, buat Googel terus kreatif inovayif dan handal",5
Warna Border pinggir layar ko jadi abu2 bukan hitam. Aneh. Padahal mode sinematik sudah di non aktifkan,1
"Sebenernya masi kurang 1 fitur, Gk ada pengaturan contras, klo yang lihatnya d televisi terlalu cerah, jadi mata cepet mules.",2
"sekarang banyak banget iklannya, di. video dirasi 10 menit besa ada iklan 4-6 kali",1
Mantap tapi kenapa di Andro 7 sudah tdk bisa menggunakan YouTube lagi ketika saya mengklik apk yt saya malah di suruh buka yt di browser,5
Kalo update gk bisa nonton aneh banget kenapa harus kayak gitu tolong di perbaiki kadang juga suka keluar sendiri,2
"Woii pihak youtube lapor bug, Bugnya,saat open video dia black screen tolong update diperbaikin knp buka youtube black screen,tolong perbaiki bugnya you tube niat ngga sih updateny??????",1
"Baru buka hp langsung ada info yutube anda tidak bisa digunakan krna sdh "" USANG "" 😔🍳 WOI lah padahal masih ada kdrama yg gue tunggu , 2 hri lgi tayang 🙂😨 tpi gegara ni jdi tunda 😔💗 pls knp di anddroid g bisa ,wduh pihak yutube gimn nih bisa lah di buka lgi 🙂 plss banget inimah yt d browser kga seru bosenin jujur lag pula saran gimana ni bales dong pls lah",1
"Kok gak bisa download video lagi ,udah beberapa kali di update masih juga gak bisa ,tolong di perbaiki pelynan nya.",2
Diupdate youtube nya nge bug lagi mutar video pertamanya lancar lalu lama2 video macet2 dan tiba tiba keluar sendiri ...,1
"Kenapa ya semua video offline yg sudah didownload tidak bisa ditonton. Keterangannya jadi menunggu video di download, padahal sudah didownload sebelumnya.",2
Terganggu langsung otomatis short trs pindah layar yg seting blank item lebih nyaman yg kemarin2 skarang kesannya alay kaya tiktod masa skelas youtube jadi ngalay gj kek gitu,2
"Yaallah tolong kembalikan uang saya,tiba2 ketarik otomatis di akun DANA saya senilai 65.490, itu seperti nya tidak sengaja kepencet fitur langganan nya, saya mohon kembalikan uang saya, saya sangat membutuhkan nya",1
"Maksudnya apa coba, sekarang masuk aplikasi YouTube langsung muncul iklan full layar dan langsung play video di beranda? Sangat mengganggu!!",1
"Pliss benerin aplikasi YouTube, sekarang YouTube rusak gabisa balikin menit ke menit awal langsung harus pake comment, terus comment ""0:01"" Kalo ga gabisa balikin ke awal",1
selain sangat menghibur juga menambah pengalaman lebih jauh dr sebelumnya,5
bintang 4 karna setiap video tuh ya iklan teruss sm klo lgi nonton live ada tuh org yg mainin nah dia itu ya org ny itu nge mainin live ny nah contoh ya dia matiin idupin matiin idupin terus ya dia nge perintahin tuh pdhl ga perlu ad perintah! udh tau lohh dia sendiri aja yg gatau tuh org!,4
"Ini gimana ya, gabisa buat update Udah uninstall terus install ulang tapi hasilnya nihil. Tolong dong segera diperbaiki terimakasih",1
"Jelek anj apaan gw dah update,nih gini ceritanya: Kemaren gw lagi maen liat liat youtube trus ehh tba tba sorenya youtubenya usang,karena gw updatenya udh 3 thun lalu,trus gw update lagi tuh tpi gw gabisa donwload katanya nunggu Wifi ngeselin bjirr....trus pas gw keluar trus buka lagi katanya youtubenya usang...APAAN DAH IIHH NGESELIN COKK MAASAA UDH DIUPDATE TETEP AJ USANG GAJELAS YOUTUBE ELAH MOHON DIBACA KELUHAN GW",1
Masa kalo mau buka youtube harus diupdate terus kalo ga kaya gtu ga bisa dibuka aneh banget ini HP nya atau apanya dah..,1
"Kenapa android 7 sudah tidak tersedia YouTube,padahal diaplikasi tersedia di android 6 ke atas,la ini hp saya android 7 udah g bisa pasang YouTube.",1
"Untuk handpone samsung J2 Pro you tube tidak bisa digunakan, tolong update agar bisa digunakan",5
"Tampilan di berandanya malah putih semua, tapi kalau untuk search masih sama. Hanya tampilan berandanya saja yang tidak ada gambar apapun",1
"jaringan udh bagus tapi pas nonton live ngelek mulu padahal jaringan bagus,apk udh tua bug masih belom dibetulin!",1
tidak bisa di buka server eror server eror aja padahal versi android hp lumayan tinggi kenapa tidak bisa dibuka you tube nya padahal udah update kenapa hade,1
Ku sangat butuh aplikasi ini..dengan samsung galaxy a9pro ku ini yutub selalu melambat. mengapa you tube selalu minta update,4
kenapa saat dibuka dengan andorid 10 selalu force closed ya? tolong segera diperbaiki bug/masalah ini,3
"Bagus. Sebagian orang menilai rendah , mungkin mereka tidak paham cara menggunakan nya, kualitas hp , kualitas jaringan, penyetingan hp. Pelajari dulu baru berkomentar.",5
"Tolong perbaiki bug force close, saat update Youtube malah force close, padahal versi sebelumnya aman.",1
"Gak di update gak bisa dibuka, udah di update malah gak bisa komen... Kalo udah di perbaiki seperti dulu, baru dikasih bintang 5...",1
Update an youtube sekarang itu buruk.saya sudah update tapi youtube menjadi error truss gk bisa buka hasil download kita.,1
Lumayan lumayan tidak buruk bercanda dari aplikasinya bagus tapi sering gak bisa berfungsi tolong di perbaiki TERIMA KASIH,5
Ini bisa buat hilangin gabut ku sihh bisa nonton gitu bagusssssss lohhhhhhhhhhhhhhhh ini sih yng palin bagus apli nya aku kasih bitang 5 karna bagus tapi ya harus online sih tapi tetap bagusss okeeeeeeeee😭😂👊😍😍,5
Banyak bug kalau pake yt premium udh di coba beberapa hp semuanya pasti ada kendala bug kalau pake yt premium sebenarnya gampang ngatasinya cuman magerr banget buat ngelakuin nya,1
"Tolong lah diperbaiki bugnya, saya ga bisa main youtube karna harus update padahal di play store ga ada updateannya🙏",4
sudah saya perbarui tp ttp tidak bisa di buka (tulisannya versi youtube ini sudah usang dan tidak ada pembaruan yg tersedia lagi),2
"Perbaiki masalah tiba tiba lag pada saat nonton di 1080 60 fps, jadi buruk banget, lag parah.",3
"banyak iklannya, sering terjadi nge bugg setelah iklan, makin banyak bugg setelah update aplikasi",1
Setelah update hp ku malah tidak bisa di update karna usang harus hapus terus update tapi ga bisa komen short malas banget uninstal terus update mulu cape cuy😅,2
yes !! youtube duatu hiburan mengasikan. bagi ka.i yg Manula cari yg faforitnya menjadikan sehat dlm berfikir serasa muda lagi.,5
Youtube mengapa aplikasi sering terhenti? Terhenti pada saat mengedit.. Youtube studio juga sama..,5
"Apk yang bagus, tapi mohon di perbaiki ya kenapa setiap aku buka youtube aku harus di suruh apdet youtube com terus aku udah capek apdet terus paket aku habis",1
"dah gak bagus, YouTube menyuruh bayar premium untuk nonton video yang sudah didownload, harap YouTube jadi bankrut karena update ini",1
"Yaallah tolong kembalikan uang saya, tiba2 ketarik otomatis di akun DANA saya senilai 154.290 , itu sepertinya tidak sengaja keepncet fitur langganan nya, saya mohon kembalikan uang saya, saya sangat membutuhkannya",1
Karena bisa liat liat tapi gk bisa liat lagi.. Malah rusak Jadi kata orang orang itu apdate tapi aku apdate malah apdateeee teruss gk bisa langsung .,1
"untuk app nya oke2 aja, tapi ini kenapa nggak bisa di buka sih? waktu di buka langsung keluar sendiri gitu, tolong di perbaiki.",3
"Kalian bisa buat video dan postingan,dan kalian juga bisa nonton loh!",5
"Saya sudah berapa kli update kok gak bisa buka ya, youtube telah usang tulisan nya Gimana tuh, masa stiap mau buka uoutube harus update dulu.",1
Aplikasi yuotube lumayan bagus Tapi kok baru di apdet malah usang lagi Emang nya hp saya kenapa? Tolonglah di perbaiki lebih bagus woi!,1
You tube sy sering bermasalah saat masuk ke aplikasinya mesti selalu GK BS mala di arah kan ke browser.... Mohon maaf klw BS di update lagi you tube agar menjadi LBH baik🙂,2
Aplikasi YouTube sudah tidak bisa lagi digunakan di Android versi 7.0 Marsmellow. Sangat menyedihkan :(,1
aplikasinya si bagus tapi masalah nya banyak bug dimana aku tak bisa masuk aku harap aplikasinya di perbaiki,2
"tombol bagian bawah di youtube yang berisi beranda, reels, tanda plus, subscription, kemudian akun anda hilang semua",1
"""Dear YouTube Support Team, I'm writing to report an issue with the YouTube application. Despite my efforts to update it, the app indicates that YouTube is outdated and no updates are availabl (""Kepada Tim Dukungan YouTube, saya menulis untuk melaporkan masalah dengan aplikasi YouTube. Meskipun saya telah berusaha untuk memperbarui aplikasi, aplikasi tersebut menunjukkan bahwa YouTube sudah usang dan tidak ada pembaruan yang tersedia. Bisakah Anda memeriksa masalah ini dan memberikan bantuan?"")",5
Kok ngak bisa dibuka juga sih di update ngak bisa juga mohon infonya. Apakah salah hpnya atau apa ya bossque.,4
YouTube ini bagus sekali tapi sayangnya YouTube ku kena banned/terkunci padahal udah 2 ribu subscribe sama aku gak bisa nonton YouTube aku cuma bisa nonton YouTube yang didownload aja 🥰🥺😌,3
"Sya suka youtube nya, tapi udh gk bsa lagi buat mbuka nya,ktanya di suruh donwluod youtube yg lain, pdahal pngen nya sh ini, tlong dong jngan kyak gni",5
"Udh update tapi ngga bisa masuk gimana sih, mau masukan gmail malah dibilang sudah ada diprangkat, trus aku masunya gimana ajg udh updateg bisa masuk trus kaya gitu juga???",1
kenapa saya mencoba menonton yg 1 jam malah tidak bisa diputar tolong developer benerin dulu bug yg mengganggu para penonton YouTube,2
Knp yutube di hp saya tidak bisa di buka padahal jaringan enak saya pake wifi tapi pas di buka keluar sendiri terus dari YouTube tolong lah yh,5
"You Tube sangat penting dan sangat bermanfaat bagi saya ,karena dari you tube saya dapat banyak ilmu dan pengetahuan serta hiburan. you tube is the best.",5
Setelah upgrate jadi keluar terus mau lihat video tiba² keluar sendiri tolong perbaiki lagi,2
Youtube ini bagus banget aku jadi bisa ngonten dehh tapi yang gk bagus ada tontonan yang tidak boleh buat anak kecil jadi saya kasih nilai 4 aja😁,4
saya beri rating segini karena pas saya scroll ke atas pas kyk 5-10 scroll tiba tiba GK bisa scroll lagi padahal belum habis semua,3
tolong diperbaharui tidak bisa buka youtube nya🙏,3
"banyak iklan, sebenta bentar iklan unisntal aja dah",1
"bagus sih, cuman keyboard ku buat comen gak ada (nge bug) dan itu udah lama banget, cara balikin nya gimana ya youtube?",5
bagus tapi bug nya harus di update lagi dan lagi,4
"app youtube terlalu banyak iklan,app sampah",1
saya agak kesal kenapa pas lagi seru seru nya nonton malah iklan,2
"bagus tapi,hpku burik😭😭😭😭rusak loading lama banget lagi😠😠😠😠",3
ok aku masih 7 tahun tapi audiens nya 24-30 trus temenku 8 tahun audiens nya kayak nya lebih dari aku💀👎,3
dongo apa coba sinyal bagus tapi ga jalan jalan vidio nya dongo dongo,1
Update youtub baru bukan nya makin nyaman pemakaian malah makin ga nyaman masa video yg dh di download pas mau di tonton offline malah ga bisa belum di download katanya gimana sih tolong donk di perbaiki jangan cuman bikin habis kuota malah ga guna!.,1
mohon maaf saya setiap melihat video short tidak bisa komen karna tulisan tambah kan komentar tidak ada,4
ada bug kolam untuk pencarian hilang begitu saja,1
"Sumpah,ga enak banget youtube shorts untuk tablet bagian komentarnya dipindahin ke kanan,jadi susah bacanya,terus ada bug ngezoom dimana waktu ngezoom video panjang di bagian pinggir kanan atas tempat rekomendasi nya (yang harusnya hitam) itu diisi sama isi dalam video",3
banyak banget iklan bersliweran,2
Tolong iklan nya di kurangin,1
"Ini kenapa ya sudah di update bolak balik kok sering muncul tulisan TERLALU USANG padahal sudah di update, kalau mau sudah bisa digunakan untuk melihat video juga tiba tiba gak bisa karena ada tulisan TERLALU USANG",2
ini sangat bagus juga bisa joget disinnii seru dehh,5
Untuk pilihan Tema Alangkah lebih baik jika Ditambah lebih Banyak warna dan Gambar!!?.. Sukses selalu YouTube...!!!,5
"aplikasi yg sangat membantu tuk para you tuber mendapatkan uang,semoga sy jg bs seperti mereka aamiin",5
Bagus sih ini YouTube tapi kalau di hp saya itu keluar melulu dan suka error kadang liat video apa saja gitu mohon di parbaiki untuk nonton atau komentar yah kompatibel suka keluar dan cukup unik tapi di perbaiki dan aku itu suka keluar aja gitu dan mohon di terima yah itu adalah pesan saya terima kasih sudah membaca🙏🙏🙏🙏🙏🙏🙏🙏🙏,5
tombol skip tidak bisa hilang. youtube jelek,1
iklan terlalu mengganggu,1
YouTube to tidak bisa berfungsi,5
YOUTUBE nya eror kenapa ya? kalau dimajuin videonya.. gk jalan jalan gitu,3
bagus tapi updare nya lama saja memori penuuh,4
"YouTube di hape saya tidak bisa berputar, Facebook juga sama",1
kenapa sih daritadi youtubenya terjebak di halaman sama dan loading tak selesai selesai ngatur sendri kayaknya deh rusak rusak tolong tolong rusak rusak tolong tolong rusak rusak loading mulu halaman sama mulu rusak tolong loading gak jelas rusak rusak loading rusak loading rusak,3
bug mengetik di kolom pencarian kepotong setengah parahh,5
saya tidak suka dengan iklan nya,5
Makin hari makin males nonton atw scroll YouTube. Walaupun ada konten yg menarik tetep gak nyaman sama iklan dan komen spam judol,3
Kadang-kadang hilang videonya setelah ada iklan,4
Masih banyak bugnya saat video di zoom,1
sangat menghibur sekali untuk dipahami,5
"Bagus , ada bug yang harus di perbaiki,saya tidak bisa berkomentar di shorts",5
link url yang ada di deskripsi ga biru dan buat ga bisa di klik,2
